mutant_ID,tag_idfentifier,transposon_set,contig,position,gene_ID
2011mTn5STM.2.12.B04,H2K2_4B,12,chromosome,1686488,SMc01236
2011mTn5STM.2.12.B05,H2K2_5B,12,pSymB,753440,SMb21112
2011mTn5STM.2.12.B06,H2K2_6B,12,pSymB,1678254,SMb21647
2011mTn5STM.2.12.B07,H2K2_7B,12,pSymA,521586,SMa0937
2011mTn5STM.2.12.B08,H2K2_8B,12,chromosome,697785,SMc03000
2011mTn5STM.2.12.B09,H2K2_9B,12,chromosome,388515,SMc01162
2011mTn5STM.2.12.B10,H2K2_10B,12,pSymA,249307,SMa0464
2011mTn5STM.2.12.B11,H2K2_11B,12,pSymB,1245348,SMb21011
2011mTn5STM.2.12.B12,H2K2_12B,12,chromosome,2174740,NA
2011mTn5STM.2.12.C01,H2K2_1C,12,pSymB,1296313,SMb20890
2011mTn5STM.2.12.C02,H2K2_2C,12,pSymB,1201970,SMb20971
2011mTn5STM.2.12.C03,H2K2_3C,12,pSymB,1090509,SMb21551
2011mTn5STM.2.12.C04,H2K2_4C,12,chromosome,1165740,SMc02659
2011mTn5STM.2.12.C05,H2K2_5C,12,chromosome,2415909,SMc01624
2011mTn5STM.2.12.C06,H2K2_6C,12,chromosome,2399826,SMc01610
2011mTn5STM.2.12.C07,H2K2_7C,12,chromosome,1852972,NA
2011mTn5STM.2.12.C08,H2K2_8C,12,pSymB,1325845,NA
2011mTn5STM.2.12.C09,H2K2_9C,12,pSymB,1121850,NA
2011mTn5STM.2.12.C10,H2K2_10C,12,chromosome,2406973,SMc01616
2011mTn5STM.2.12.C11,H2K2_11C,12,pSymB,659759,SMb21040
2011mTn5STM.2.12.C12,H2K2_12C,12,chromosome,770649,SMc03070
2011mTn5STM.2.12.D01,H2K2_1D,12,pSymA,1134007,SMa2000
2011mTn5STM.2.12.D02,H2K2_2D,12,pSymB,365906,SMb20356
2011mTn5STM.2.12.D03,H2K2_3D,12,pSymA,265368,SMa0485
2011mTn5STM.2.12.D04,H2K2_4D,12,chromosome,3222983,SMc03114
2011mTn5STM.2.12.D05,H2K2_5D,12,chromosome,3500228,SMc03833
2011mTn5STM.2.12.D06,H2K2_6D,12,pSymB,341807,SMb20335
2011mTn5STM.2.12.D07,H2K2_7D,12,chromosome,2749191,SMc02044
2011mTn5STM.2.12.D08,H2K2_8D,12,chromosome,2671408,SMc01949
2011mTn5STM.2.12.D09,H2K2_9D,12,chromosome,3367107,NA
2011mTn5STM.2.12.D10,H2K2_10D,12,chromosome,2554919,SMc02705
2011mTn5STM.2.12.D11,H2K2_11D,12,chromosome,2165888,SMc04176
2011mTn5STM.2.12.D12,H2K2_12D,12,pSymA,8598,SMa0013
2011mTn5STM.2.12.E01,H2K2_1E,12,chromosome,3362850,SMc03249
2011mTn5STM.2.12.E02,H2K2_2E,12,chromosome,2670610,SMc01948
2011mTn5STM.2.12.E03,H2K2_3E,12,pSymA,671743,SMa1225
2011mTn5STM.2.12.E04,H2K2_4E,12,pSymB,439793,NA
2011mTn5STM.2.12.E05,H2K2_5E,12,chromosome,587962,SMc02227
2011mTn5STM.2.12.E06,H2K2_6E,12,pSymA,1187953,SMa2105
2011mTn5STM.2.12.E07,H2K2_7E,12,chromosome,337475,SMc00383
2011mTn5STM.2.12.E08,H2K2_8E,12,chromosome,2394854,NA
2011mTn5STM.2.12.E09,H2K2_9E,12,chromosome,3447632,NA
2011mTn5STM.2.12.E10,H2K2_10E,12,chromosome,3094577,SMc03942
2011mTn5STM.2.12.E11,H2K2_11E,12,chromosome,2430052,SMc01637
2011mTn5STM.2.12.F01,H2K2_1F,12,chromosome,882750,NA
2011mTn5STM.2.12.F02,H2K2_2F,12,chromosome,163408,NA
2011mTn5STM.2.12.F03,H2K2_3F,12,pSymB,1213128,NA
2011mTn5STM.2.12.F04,H2K2_4F,12,pSymB,1594943,SMb20581
2011mTn5STM.2.12.F05,H2K2_5F,12,chromosome,1106534,SMc00129
2011mTn5STM.2.12.F06,H2K2_6F,12,chromosome,3175674,SMc03211
2011mTn5STM.2.12.F07,H2K2_7F,12,chromosome,776848,NA
2011mTn5STM.2.12.F08,H2K2_8F,12,pSymA,834214,SMa1513
2011mTn5STM.2.12.F09,H2K2_9F,12,pSymB,710693,SMb21073
2011mTn5STM.2.12.F10,H2K2_10F,12,pSymB,1285469,NA
2011mTn5STM.2.12.F11,H2K2_11F,12,chromosome,624547,SMc02259
2011mTn5STM.2.12.G02,H2K2_2G,12,pSymB,766037,SMb21126
2011mTn5STM.2.12.G05,H2K2_5G,12,pSymA,970130,SMa1718
2011mTn5STM.2.12.G06,H2K2_6G,12,chromosome,654892,SMc02281
2011mTn5STM.2.12.G07,H2K2_7G,12,chromosome,721422,NA
2011mTn5STM.2.12.G08,H2K2_8G,12,chromosome,2441699,SMc01645
2011mTn5STM.2.12.G09,H2K2_9G,12,chromosome,1030779,SMc00028
2011mTn5STM.2.12.G10,H2K2_10G,12,chromosome,1664869,SMc02053
2011mTn5STM.2.12.G11,H2K2_11G,12,chromosome,988418,NA
2011mTn5STM.2.12.G12,H2K2_12G,12,pSymB,931518,SMb21183
2011mTn5STM.2.12.H01,H2K2_1H,12,chromosome,1705803,SMc01219
2011mTn5STM.2.12.H02,H2K2_2H,12,pSymB,1255536,SMb20851
2011mTn5STM.2.12.H03,H2K2_3H,12,chromosome,3185418,SMc03145
2011mTn5STM.2.12.H04,H2K2_4H,12,pSymB,508633,NA
2011mTn5STM.2.12.H05,H2K2_5H,12,chromosome,2890649,SMc00687
2011mTn5STM.2.12.H06,H2K2_6H,12,pSymA,51504,SMa0101
2011mTn5STM.2.12.H07,H2K2_7H,12,chromosome,1605510,SMc02104
2011mTn5STM.2.12.H08,H2K2_8H,12,chromosome,495597,SMc01711
2011mTn5STM.2.12.H09,H2K2_9H,12,chromosome,665818,SMc02292
2011mTn5STM.2.12.H10,H2K2_10H,12,chromosome,988567,NA
2011mTn5STM.2.12.H12,H2K2_12H,12,chromosome,2161050,SMc04171
2011mTn5STM.2.13.A01,H2K2_1A,13,chromosome,1769291,NA
2011mTn5STM.2.13.A02,H2K2_2A,13,pSymA,214204,SMa0394
2011mTn5STM.2.13.A03,H2K2_3A,13,pSymA,5703,SMa0007
2011mTn5STM.2.13.A04,H2K2_4A,13,chromosome,3358214,SMc03313
2011mTn5STM.2.13.A05,H2K2_5A,13,chromosome,998010,SMc00085
2011mTn5STM.2.13.A06,H2K2_6A,13,pSymA,74447,SMa0137
2011mTn5STM.2.13.A07,H2K2_7A,13,pSymB,1588925,SMb20574
2011mTn5STM.2.13.A08,H2K2_8A,13,chromosome,780365,SMc00768
2011mTn5STM.2.13.A09,H2K2_9A,13,chromosome,1333545,NA
2011mTn5STM.2.13.A10,H2K2_10A,13,chromosome,2861126,SMc00721
2011mTn5STM.2.13.A11,H2K2_11A,13,chromosome,1815385,SMc00247
2011mTn5STM.2.13.A12,H2K2_12A,13,chromosome,326090,SMc00371
2011mTn5STM.2.13.B01,H2K2_1B,13,pSymB,474695,SMb20461
2011mTn5STM.2.13.B03,H2K2_3B,13,chromosome,2486099,NA
2011mTn5STM.2.13.B05,H2K2_5B,13,chromosome,1908834,SMc00503
2011mTn5STM.2.13.B06,H2K2_6B,13,chromosome,2543094,NA
2011mTn5STM.2.13.B08,H2K2_8B,13,pSymB,1388040,NA
2011mTn5STM.2.13.B09,H2K2_9B,13,pSymB,367938,SMb20358
2011mTn5STM.2.13.B10,H2K2_10B,13,chromosome,1835234,SMc00266
2011mTn5STM.2.13.B11,H2K2_11B,13,pSymA,240952,NA
2011mTn5STM.2.13.B12,H2K2_12B,13,pSymA,1025713,SMa1808
2011mTn5STM.2.13.C02,H2K2_2C,13,pSymA,1200693,SMa2125
2011mTn5STM.2.13.C03,H2K2_3C,13,pSymA,1248123,SMa2229
2011mTn5STM.2.13.C04,H2K2_4C,13,chromosome,1716434,NA
2011mTn5STM.2.13.C05,H2K2_5C,13,pSymB,125555,NA
2011mTn5STM.2.13.C06,H2K2_6C,13,chromosome,1743442,SMc01187
2011mTn5STM.2.13.C07,H2K2_7C,13,pSymB,903075,SMb21159
2011mTn5STM.2.13.C08,H2K2_8C,13,pSymA,720897,SMa1322
2011mTn5STM.2.13.C09,H2K2_9C,13,pSymB,1645698,NA
2011mTn5STM.2.13.C10,H2K2_10C,13,pSymB,1052664,SMb21527
2011mTn5STM.2.13.C11,H2K2_11C,13,chromosome,545912,SMc02189
2011mTn5STM.2.13.C12,H2K2_12C,13,pSymA,133610,SMa0237
2011mTn5STM.2.13.D01,H2K2_1D,13,chromosome,1674273,SMc02047
2011mTn5STM.2.13.D02,H2K2_2D,13,pSymA,687695,SMa1255
2011mTn5STM.2.13.D03,H2K2_3D,13,chromosome,3002690,NA
2011mTn5STM.2.13.D04,H2K2_4D,13,chromosome,3323177,SMc02474
2011mTn5STM.2.13.D05,H2K2_5D,13,pSymB,1250433,NA
2011mTn5STM.2.13.D06,H2K2_6D,13,pSymA,93417,NA
2011mTn5STM.2.13.D07,H2K2_7D,13,chromosome,3137858,SMc03175
2011mTn5STM.2.13.D08,H2K2_8D,13,chromosome,1007341,SMc00075
2011mTn5STM.2.13.D09,H2K2_9D,13,chromosome,3198893,SMc03131
2011mTn5STM.2.13.D10,H2K2_10D,13,pSymA,367941,SMa0682
2011mTn5STM.2.13.D11,H2K2_11D,13,chromosome,501461,SMc01710
2011mTn5STM.2.13.D12,H2K2_12D,13,chromosome,1861496,NA
2011mTn5STM.2.13.E01,H2K2_1E,13,chromosome,408394,NA
2011mTn5STM.2.13.E02,H2K2_2E,13,pSymB,220718,SMb20213
2011mTn5STM.2.13.E04,H2K2_4E,13,chromosome,2139498,SMc04330
2011mTn5STM.2.13.E05,H2K2_5E,13,pSymB,1207974,SMb20975
2011mTn5STM.2.13.E06,H2K2_6E,13,pSymA,635350,SMa1159
2011mTn5STM.2.13.E07,H2K2_7E,13,pSymB,1190743,SMb20961
2011mTn5STM.2.13.E09,H2K2_9E,13,pSymB,569806,NA
2011mTn5STM.2.13.E10,H2K2_10E,13,pSymB,1010055,SMb21344
2011mTn5STM.2.13.E11,H2K2_11E,13,chromosome,624549,SMc02259
2011mTn5STM.2.13.F01,H2K2_1F,13,chromosome,882163,SMc00930
2011mTn5STM.2.13.F02,H2K2_2F,13,pSymB,154389,NA
2011mTn5STM.2.13.F03,H2K2_3F,13,pSymB,44773,SMb20034
2011mTn5STM.2.13.F04,H2K2_4F,13,pSymA,718804,SMa1315
2011mTn5STM.2.13.F05,H2K2_5F,13,pSymA,376298,SMa0693
2011mTn5STM.2.13.F06,H2K2_6F,13,chromosome,125508,SMc04146
2011mTn5STM.2.13.F07,H2K2_7F,13,pSymB,304774,SMb20298
2011mTn5STM.2.13.F08,H2K2_8F,13,pSymB,645595,SMb21022
2011mTn5STM.2.13.F09,H2K2_9F,13,chromosome,3146547,SMc03179
2011mTn5STM.2.13.F10,H2K2_10F,13,pSymB,830584,SMb21259
2011mTn5STM.2.13.F11,H2K2_11F,13,pSymB,848920,SMb21274
2011mTn5STM.2.13.G02,H2K2_2G,13,pSymA,158498,SMa0281
2011mTn5STM.2.13.G03,H2K2_3G,13,pSymA,786408,SMa1427
2011mTn5STM.2.13.G04,H2K2_4G,13,chromosome,2764945,SMc02342
2011mTn5STM.2.13.G06,H2K2_6G,13,pSymA,759934,SMa1379
2011mTn5STM.2.13.G07,H2K2_7G,13,pSymB,1318608,NA
2011mTn5STM.2.13.G08,H2K2_8G,13,chromosome,2855199,SMc00725
2011mTn5STM.2.13.G09,H2K2_9G,13,pSymA,828041,SMa1500
2011mTn5STM.2.13.G10,H2K2_10G,13,pSymB,762063,SMb21122
2011mTn5STM.2.13.G11,H2K2_11G,13,chromosome,1271301,SMc00600
2011mTn5STM.2.13.G12,H2K2_12G,13,chromosome,467547,NA
2011mTn5STM.2.13.H01,H2K2_1H,13,chromosome,2647096,NA
2011mTn5STM.2.13.H03,H2K2_3H,13,pSymB,789000,SMb21224
2011mTn5STM.2.13.H04,H2K2_4H,13,chromosome,1034445,SMc00089
2011mTn5STM.2.13.H05,H2K2_5H,13,chromosome,1735344,SMc01195
2011mTn5STM.2.13.H06,H2K2_6H,13,pSymB,248991,SMb20244
2011mTn5STM.2.13.H07,H2K2_7H,13,chromosome,1635939,SMc02079
2011mTn5STM.2.13.H08,H2K2_8H,13,pSymB,428804,SMb20415
2011mTn5STM.2.13.H09,H2K2_9H,13,chromosome,1849637,SMc00279
2011mTn5STM.2.13.H10,H2K2_10H,13,pSymB,692787,SMb21058
2011mTn5STM.2.13.H11,H2K2_11H,13,chromosome,3161812,SMc03198
2011mTn5STM.2.13.H12,H2K2_12H,13,chromosome,2161050,SMc04171
2011mTn5STM.3.01.A01,H3K3_1A,1,pSymB,1501289,SMb20699
2011mTn5STM.3.01.A02,H3K3_2A,1,pSymA,1087548,NA
2011mTn5STM.3.01.A03,H3K3_3A,1,pSymA,1120335,SMa1968
2011mTn5STM.3.01.A04,H3K3_4A,1,chromosome,3240780,SMc03102
2011mTn5STM.3.01.A05,H3K3_5A,1,pSymA,1295870,SMa2323
2011mTn5STM.3.01.A06,H3K3_6A,1,chromosome,1384020,SMc01919
2011mTn5STM.3.01.A08,H3K3_8A,1,chromosome,885465,SMc00898
2011mTn5STM.3.01.A09,H3K3_9A,1,pSymA,137110,SMa0246
2011mTn5STM.3.01.A10,H3K3_10A,1,pSymB,650733,SMb21030
2011mTn5STM.3.01.A11,H3K3_11A,1,chromosome,404254,SMc01147
2011mTn5STM.3.01.A12,H3K3_12A,1,chromosome,2674645,SMc01952
2011mTn5STM.3.01.B01,H3K3_1B,1,chromosome,2302094,SMc01457
2011mTn5STM.3.01.B02,H3K3_2B,1,pSymB,569255,SMb20541
2011mTn5STM.3.01.B03,H3K3_3B,1,pSymB,1074732,SMb21542
2011mTn5STM.3.01.B04,H3K3_4B,1,pSymB,1292490,SMb20886
2011mTn5STM.3.01.B05,H3K3_5B,1,chromosome,2365843,NA
2011mTn5STM.3.01.B07,H3K3_7B,1,chromosome,2621615,NA
2011mTn5STM.3.01.B08,H3K3_8B,1,chromosome,739578,SMc03043
2011mTn5STM.3.01.B09,H3K3_9B,1,chromosome,3131352,SMc03170
2011mTn5STM.3.01.B10,H3K3_10B,1,chromosome,1130277,NA
2011mTn5STM.3.01.B11,H3K3_11B,1,pSymB,1510190,SMb20707
2011mTn5STM.3.01.B12,H3K3_12B,1,chromosome,3462251,SMc03797
2011mTn5STM.3.01.C01,H3K3_1C,1,chromosome,2753050,NA
2011mTn5STM.3.01.C02,H3K3_2C,1,chromosome,3635332,SMc04093
2011mTn5STM.3.01.C03,H3K3_3C,1,chromosome,811058,SMc00788
2011mTn5STM.3.01.C04,H3K3_4C,1,pSymB,1619160,SMb20605
2011mTn5STM.3.01.C05,H3K3_5C,1,chromosome,1612872,NA
2011mTn5STM.3.01.C06,H3K3_6C,1,pSymB,531560,NA
2011mTn5STM.3.01.C08,H3K3_8C,1,chromosome,323601,NA
2011mTn5STM.3.01.C09,H3K3_9C,1,pSymB,554339,SMb20529
2011mTn5STM.3.01.C10,H3K3_10C,1,chromosome,949704,SMc00986
2011mTn5STM.3.01.C11,H3K3_11C,1,pSymA,274278,SMa0506
2011mTn5STM.3.01.C12,H3K3_12C,1,pSymB,64833,SMb20055
2011mTn5STM.3.01.D01,H3K3_1D,1,chromosome,3173305,SMc03208
2011mTn5STM.3.01.D02,H3K3_2D,1,pSymA,61251,SMa0113
2011mTn5STM.3.01.D03,H3K3_3D,1,pSymA,699355,SMa1279
2011mTn5STM.3.01.D04,H3K3_4D,1,pSymA,687828,SMa1256
2011mTn5STM.3.01.D05,H3K3_5D,1,chromosome,2243460,SMc04452
2011mTn5STM.3.01.D06,H3K3_6D,1,pSymB,1166422,SMb20941
2011mTn5STM.3.01.D07,H3K3_7D,1,chromosome,2702176,SMc01977
2011mTn5STM.3.01.D09,H3K3_9D,1,pSymA,91755,SMa0168
2011mTn5STM.3.01.D10,H3K3_10D,1,chromosome,3406338,NA
2011mTn5STM.3.01.D11,H3K3_11D,1,chromosome,180695,SMc02832
2011mTn5STM.3.01.D12,H3K3_12D,1,pSymA,1202165,SMa2127
2011mTn5STM.3.01.E01,H3K3_1E,1,chromosome,2157780,NA
2011mTn5STM.3.01.E02,H3K3_2E,1,chromosome,3605733,SMc04400
2011mTn5STM.3.01.E03,H3K3_3E,1,chromosome,2674793,SMc01952
2011mTn5STM.3.01.E04,H3K3_4E,1,chromosome,3501941,SMc03836
2011mTn5STM.3.01.E05,H3K3_5E,1,chromosome,861062,SMc00922
2011mTn5STM.3.01.E06,H3K3_6E,1,chromosome,3347223,NA
2011mTn5STM.3.01.E07,H3K3_7E,1,chromosome,672275,SMc02297
2011mTn5STM.3.01.E08,H3K3_8E,1,pSymB,7533,NA
2011mTn5STM.3.01.E09,H3K3_9E,1,pSymA,995277,SMa1751
2011mTn5STM.3.01.E10,H3K3_10E,1,pSymB,1123751,SMb21584
2011mTn5STM.3.01.E11,H3K3_11E,1,pSymA,12633,NA
2011mTn5STM.3.01.E12,H3K3_12E,1,pSymA,539040,SMa0961
2011mTn5STM.3.01.F01,H3K3_1F,1,chromosome,591962,SMc02229
2011mTn5STM.3.01.F03,H3K3_3F,1,chromosome,1078812,SMc00114
2011mTn5STM.3.01.F04,H3K3_4F,1,chromosome,517999,NA
2011mTn5STM.3.01.F05,H3K3_5F,1,chromosome,3604408,SMc04399
2011mTn5STM.3.01.F07,H3K3_7F,1,pSymA,818250,SMa1485
2011mTn5STM.3.01.F08,H3K3_8F,1,chromosome,2827954,SMc02444
2011mTn5STM.3.01.F09,H3K3_9F,1,pSymA,597236,SMa1091
2011mTn5STM.3.01.F10,H3K3_10F,1,pSymB,97614,SMb20088
2011mTn5STM.3.01.F11,H3K3_11F,1,chromosome,2667651,NA
2011mTn5STM.3.01.F12,H3K3_12F,1,chromosome,421898,SMc01128
2011mTn5STM.3.01.G01,H3K3_1G,1,chromosome,2191291,SMc04205
2011mTn5STM.3.01.G02,H3K3_2G,1,chromosome,2467647,NA
2011mTn5STM.3.01.G03,H3K3_3G,1,chromosome,783631,SMc00770
2011mTn5STM.3.01.G04,H3K3_4G,1,pSymB,901710,SMb21158
2011mTn5STM.3.01.G05,H3K3_5G,1,pSymB,679449,NA
2011mTn5STM.3.01.G06,H3K3_6G,1,pSymA,159804,SMa0286
2011mTn5STM.3.01.G07,H3K3_7G,1,chromosome,2518941,NA
2011mTn5STM.3.01.G08,H3K3_8G,1,pSymB,1520547,SMb20717
2011mTn5STM.3.01.G09,H3K3_9G,1,chromosome,1686478,SMc01236
2011mTn5STM.3.01.G11,H3K3_11G,1,chromosome,2930498,SMc00644
2011mTn5STM.3.01.G12,H3K3_12G,1,chromosome,2069519,SMc04245
2011mTn5STM.3.01.H02,H3K3_2H,1,chromosome,2455635,NA
2011mTn5STM.3.01.H03,H3K3_3H,1,pSymA,498853,SMa0892
2011mTn5STM.3.01.H04,H3K3_4H,1,chromosome,350648,SMc00400
2011mTn5STM.3.01.H05,H3K3_5H,1,pSymB,394540,NA
2011mTn5STM.3.01.H06,H3K3_6H,1,pSymA,583546,SMa1067
2011mTn5STM.3.01.H07,H3K3_7H,1,chromosome,3464289,SMc03799
2011mTn5STM.3.01.H08,H3K3_8H,1,pSymB,1214334,NA
2011mTn5STM.3.01.H09,H3K3_9H,1,pSymB,1626214,SMb20610
2011mTn5STM.3.01.H10,H3K3_10H,1,chromosome,1036928,SMc00091
2011mTn5STM.3.01.H11,H3K3_11H,1,chromosome,181285,SMc02832
2011mTn5STM.3.01.H12,H3K3_12H,1,pSymB,335488,NA
2011mTn5STM.3.02.A01,H3K3_1A,2,pSymB,628120,SMb20835
2011mTn5STM.3.02.A02,H3K3_2A,2,pSymB,870979,SMb21294
2011mTn5STM.3.02.A03,H3K3_3A,2,pSymA,1291686,SMa2315
2011mTn5STM.3.02.A04,H3K3_4A,2,pSymA,494789,SMa0887
2011mTn5STM.3.02.A05,H3K3_5A,2,chromosome,331705,NA
2011mTn5STM.3.02.A06,H3K3_6A,2,pSymB,26939,SMb20019
2011mTn5STM.3.02.A08,H3K3_8A,2,pSymB,212661,SMb20203
2011mTn5STM.3.02.A09,H3K3_9A,2,pSymB,862413,SMb21287
2011mTn5STM.3.02.A10,H3K3_10A,2,pSymB,1532480,SMb20727
2011mTn5STM.3.02.A11,H3K3_11A,2,chromosome,2576191,SMc02726
2011mTn5STM.3.02.A12,H3K3_12A,2,pSymB,1048922,SMb21385
2011mTn5STM.3.02.B01,H3K3_1B,2,pSymB,667344,NA
2011mTn5STM.3.02.B02,H3K3_2B,2,pSymB,107114,SMb20098
2011mTn5STM.3.02.B03,H3K3_3B,2,pSymA,750039,NA
2011mTn5STM.3.02.B04,H3K3_4B,2,chromosome,1714858,NA
2011mTn5STM.3.02.B05,H3K3_5B,2,chromosome,507655,SMc01705
2011mTn5STM.3.02.B07,H3K3_7B,2,chromosome,2666235,SMc01943
2011mTn5STM.3.02.B08,H3K3_8B,2,chromosome,1047718,SMc00034
2011mTn5STM.3.02.B09,H3K3_9B,2,pSymA,870356,SMa1573
2011mTn5STM.3.02.B10,H3K3_10B,2,pSymB,1628807,SMb20612
2011mTn5STM.3.02.B11,H3K3_11B,2,chromosome,3376077,SMc03260
2011mTn5STM.3.02.B12,H3K3_12B,2,pSymB,738197,SMb21095
2011mTn5STM.3.02.C01,H3K3_1C,2,chromosome,1582336,SMc01051
2011mTn5STM.3.02.C02,H3K3_2C,2,chromosome,1511909,SMc01265
2011mTn5STM.3.02.C03,H3K3_3C,2,chromosome,750866,SMc03055
2011mTn5STM.3.02.C04,H3K3_4C,2,pSymB,785523,SMb21222
2011mTn5STM.3.02.C05,H3K3_5C,2,chromosome,833982,SMc00813
2011mTn5STM.3.02.C07,H3K3_7C,2,pSymB,606646,SMb20817
2011mTn5STM.3.02.C08,H3K3_8C,2,pSymB,772294,NA
2011mTn5STM.3.02.C09,H3K3_9C,2,pSymA,439826,SMa0805
2011mTn5STM.3.02.C10,H3K3_10C,2,chromosome,3281496,NA
2011mTn5STM.3.02.C11,H3K3_11C,2,chromosome,168012,NA
2011mTn5STM.3.02.C12,H3K3_12C,2,chromosome,1288637,NA
2011mTn5STM.3.02.D01,H3K3_1D,2,chromosome,1328275,NA
2011mTn5STM.3.02.D02,H3K3_2D,2,chromosome,1110931,SMc02363
2011mTn5STM.3.02.D03,H3K3_3D,2,pSymB,1591060,SMb20576
2011mTn5STM.3.02.D04,H3K3_4D,2,chromosome,3240464,SMc03102
2011mTn5STM.3.02.D05,H3K3_5D,2,chromosome,2406325,SMc01615
2011mTn5STM.3.02.D08,H3K3_8D,2,pSymB,223033,SMb20215
2011mTn5STM.3.02.D09,H3K3_9D,2,chromosome,795549,SMc00776
2011mTn5STM.3.02.D10,H3K3_10D,2,pSymA,1082803,NA
2011mTn5STM.3.02.D11,H3K3_11D,2,chromosome,3265527,SMc04444
2011mTn5STM.3.02.D12,H3K3_12D,2,chromosome,2850828,NA
2011mTn5STM.3.02.E02,H3K3_2E,2,chromosome,3141115,SMc03178
2011mTn5STM.3.02.E03,H3K3_3E,2,chromosome,705729,SMc03007
2011mTn5STM.3.02.E04,H3K3_4E,2,pSymA,646068,SMa1179
2011mTn5STM.3.02.E05,H3K3_5E,2,pSymB,571298,NA
2011mTn5STM.3.02.E06,H3K3_6E,2,chromosome,2870815,SMc00710
2011mTn5STM.3.02.E07,H3K3_7E,2,chromosome,3403695,SMc03287
2011mTn5STM.3.02.E08,H3K3_8E,2,pSymB,704674,SMb21069
2011mTn5STM.3.02.E09,H3K3_9E,2,chromosome,1502118,SMc01273
2011mTn5STM.3.02.E10,H3K3_10E,2,chromosome,1621270,NA
2011mTn5STM.3.02.E11,H3K3_11E,2,pSymB,1047600,NA
2011mTn5STM.3.02.E12,H3K3_12E,2,pSymA,671083,SMa1223
2011mTn5STM.3.02.F01,H3K3_1F,2,chromosome,3452934,SMc03788
2011mTn5STM.3.02.F02,H3K3_2F,2,chromosome,674100,SMc02300
2011mTn5STM.3.02.F03,H3K3_3F,2,chromosome,686533,NA
2011mTn5STM.3.02.F04,H3K3_4F,2,chromosome,1350003,SMc01802
2011mTn5STM.3.02.F07,H3K3_7F,2,chromosome,303055,NA
2011mTn5STM.3.02.F08,H3K3_8F,2,pSymA,678793,SMa1236
2011mTn5STM.3.02.F09,H3K3_9F,2,pSymB,198461,SMb20181
2011mTn5STM.3.02.F10,H3K3_10F,2,pSymB,664637,SMb21044
2011mTn5STM.3.02.F11,H3K3_11F,2,chromosome,3232052,NA
2011mTn5STM.3.02.F12,H3K3_12F,2,chromosome,2297763,SMc01454
2011mTn5STM.3.02.G01,H3K3_1G,2,pSymB,1415850,SMb21494
2011mTn5STM.3.02.G02,H3K3_2G,2,chromosome,2507082,SMc01566
2011mTn5STM.3.02.G03,H3K3_3G,2,pSymA,778400,SMa1414
2011mTn5STM.3.02.G04,H3K3_4G,2,pSymB,655376,SMb21037
2011mTn5STM.3.02.G05,H3K3_5G,2,chromosome,2241072,SMc04362
2011mTn5STM.3.02.G06,H3K3_6G,2,chromosome,997378,NA
2011mTn5STM.3.02.G08,H3K3_8G,2,chromosome,511623,NA
2011mTn5STM.3.02.G09,H3K3_9G,2,chromosome,1806966,SMc00240
2011mTn5STM.3.02.G10,H3K3_10G,2,chromosome,3410550,NA
2011mTn5STM.3.02.G11,H3K3_11G,2,chromosome,315169,SMc00359
2011mTn5STM.3.02.H02,H3K3_2H,2,chromosome,1853653,NA
2011mTn5STM.3.02.H03,H3K3_3H,2,chromosome,3352697,SMc03243
2011mTn5STM.3.02.H04,H3K3_4H,2,pSymB,1118381,SMb21578
2011mTn5STM.3.02.H05,H3K3_5H,2,chromosome,2161675,NA
2011mTn5STM.3.02.H06,H3K3_6H,2,pSymA,1120778,NA
2011mTn5STM.3.02.H07,H3K3_7H,2,chromosome,675910,SMc02301
2011mTn5STM.3.02.H09,H3K3_9H,2,pSymB,617504,NA
2011mTn5STM.3.02.H10,H3K3_10H,2,pSymB,672158,NA
2011mTn5STM.3.02.H11,H3K3_11H,2,pSymB,228451,NA
2011mTn5STM.3.02.H12,H3K3_12H,2,chromosome,1029930,NA
2011mTn5STM.3.03.A01,H3K3_1A,3,pSymB,1435980,NA
2011mTn5STM.3.03.A02,H3K3_2A,3,chromosome,2585853,NA
2011mTn5STM.3.03.A03,H3K3_3A,3,chromosome,3358189,SMc03313
2011mTn5STM.3.03.A04,H3K3_4A,3,chromosome,1246193,NA
2011mTn5STM.3.03.A05,H3K3_5A,3,pSymB,49908,NA
2011mTn5STM.3.03.A06,H3K3_6A,3,pSymB,1581471,SMb20568
2011mTn5STM.3.03.A07,H3K3_7A,3,pSymB,164097,NA
2011mTn5STM.3.03.A08,H3K3_8A,3,pSymB,1432763,SMb21506
2011mTn5STM.3.03.A09,H3K3_9A,3,chromosome,463002,SMc01095
2011mTn5STM.3.03.A10,H3K3_10A,3,chromosome,2419222,SMc01627
2011mTn5STM.3.03.A11,H3K3_11A,3,chromosome,1044737,SMc00095
2011mTn5STM.3.03.A12,H3K3_12A,3,pSymA,484647,SMa0873
2011mTn5STM.3.03.B01,H3K3_1B,3,pSymB,1453256,NA
2011mTn5STM.3.03.B02,H3K3_2B,3,chromosome,3259568,SMc03088
2011mTn5STM.3.03.B04,H3K3_4B,3,chromosome,2322544,SMc01885
2011mTn5STM.3.03.B05,H3K3_5B,3,chromosome,1304927,SMc01758
2011mTn5STM.3.03.B07,H3K3_7B,3,chromosome,1708632,SMc01216
2011mTn5STM.3.03.B08,H3K3_8B,3,pSymB,1103977,SMb21565
2011mTn5STM.3.03.B09,H3K3_9B,3,chromosome,1449220,NA
